Ind,Pop,One_ACBP_79,One_agt_132,One_aldB_152,One_apoe_83,One_c3_98,One_CD9_269,One_cetn1_167,One_CFP1,One_cin_177,One_CO1,One_ctgf_301,One_Cytb_17,One_Cytb_26,One_E2,One_gdh_212,One_GHII_2461,One_ghsR_66,One_GPDH,One_GPDH2,One_GPH_414,One_hcs71_220,One_HGFA,One_HpaI_436,One_HpaI_99,One_Hsp47,One_IL8r_362,One_KCT1_453,One_KPNA_422,One_LEI_87,One_lpp1_44,One_metA_253,One_MHC2_190,One_MHC2_251,One_Mkpro_129,One_ODC1_196,One_Ots208_234,One_Ots213_181,One_p53_576,One_pax7_248,One_PIP,One_Prl2,One_rab1a_76,One_RAG1_103,One_RAG3_93,One_redd1_414,One_RF_112,One_RF_295,One_rpo2j_261,One_sast_211,One_spf30_207,One_srp09_127,One_ssrd_135,One_STC_410,One_STR07,One_SUMO1_6,One_sys1_230,One_taf12_248,One_Tf_ex10_750,One_Tf_ex3_182,One_tshB_92,One_txnip_401,One_U1003_75,One_U1004_183,One_U1009_91,One_U1010_81,One_U1012_68,One_U1013_108,One_U1014_74,One_U1016_115,One_U1024_197,One_U1101,One_U1103,One_U1105,One_U1201_492,One_U1202_1052,One_U1203_175,One_U1204_53,One_U1205_57,One_U1206_108,One_U1208_67,One_U1209_111,One_U1210_173,One_U1212_106,One_U1214_107,One_U1216_230,One_U301_92,One_U401_224,One_U404_229,One_U502_167,One_U503_170,One_U504_141,One_vamp5_255,One_vatf_214,One_VIM_569,One_ZNF_61,One_zP3b,One_Omy77v4,One_One100,One_One102v4,One_One103PT,One_One105,One_One108v4,One_One110v4,One_One111v4,One_One114v4,One_One115,One_Ots103v4,One_Ots107v4,One_uSat60v4
FTM6_001,FTM6,001/001,001/002,001/001,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/002,002/002,002/002,001/001,002/002,001/002,001/001,001/001,001/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,001/002,002/002,001/002,002/002,001/002,002/002,002/002,001/002,001/002,001/002,002/002,001/002,001/002,001/001,001/001,001/002,001/001,001/001,002/002,002/002,002/002,001/002,002/002,001/002,001/001,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,000/000,001/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,001/002,002/002,002/002,001/001,001/002,002/002,002/002,001/002,002/002,001/002,002/002,001/001,001/001,001/001,001/002,001/002,001/001,002/002,002/002,002/002,002/002,003/004,028/030,013/013,033/039,002/002,009/014,008/020,004/028,012/012,006/011,008/015,004/008,004/008
FTM6_002,FTM6,001/002,002/002,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/002,001/002,001/001,002/002,001/002,001/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,001/002,001/002,001/002,001/001,001/002,001/002,001/001,001/001,001/001,001/002,002/002,001/002,000/000,001/002,001/002,001/001,001/001,002/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/002,002/002,001/002,002/002,002/002,001/001,002/002,002/002,001/002,002/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,002/002,003/003,032/033,005/007,033/037,002/002,009/013,012/020,005/021,017/019,014/014,007/013,003/005,008/008
FTM6_003,FTM6,001/002,001/002,001/002,002/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/002,002/002,001/001,002/002,002/002,001/002,001/002,001/001,001/001,001/001,001/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,001/002,001/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,000/000,001/002,001/001,001/002,001/001,001/002,002/002,002/002,001/002,001/001,001/002,001/002,001/001,002/002,002/002,001/001,001/001,001/001,001/002,001/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/002,001/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/003,030/033,004/011,030/039,002/002,002/007,008/020,004/015,012/014,009/012,005/020,004/004,003/008
FTM6_004,FTM6,001/001,001/002,001/001,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/002,002/002,001/002,002/002,001/002,002/002,000/000,001/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,001/002,001/002,001/001,001/001,001/002,001/002,002/002,001/002,002/002,002/002,002/002,001/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,001/002,001/001,002/002,002/002,001/001,001/002,001/001,002/002,002/002,001/001,001/001,001/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,001/002,002/002,001/004,028/036,010/012,038/040,002/002,012/012,008/020,007/008,012/017,008/012,010/015,004/004,003/008
FTM6_005,FTM6,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,001/002,000/000,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,001/002,001/001,002/002,000/000,001/001,002/002,001/002,001/001,001/001,001/002,002/002,001/002,002/002,001/001,001/002,002/002,001/002,002/002,001/001,002/002,002/002,001/002,001/001,002/002,001/001,002/002,000/000,001/001,002/002,002/002,001/001,002/002,001/002,001/002,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,002/002,001/003,031/032,010/012,009/037,002/002,009/012,007/014,006/027,005/014,012/012,007/008,004/005,008/008
FTM6_006,FTM6,001/002,002/002,001/001,000/000,002/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,002/002,001/002,002/002,001/001,001/001,002/002,002/002,002/002,001/001,000/000,001/002,001/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,001/001,001/002,001/001,001/001,001/001,001/002,002/002,001/001,001/002,001/002,002/002,001/002,001/001,002/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,000/000,002/002,001/002,002/002,001/002,002/002,002/002,001/002,001/001,002/002,002/002,002/002,001/002,001/002,002/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/002,001/002,002/002,002/002,002/002,003/004,031/032,009/009,034/038,004/004,005/013,008/011,005/014,012/020,011/012,006/018,004/008,003/003
FTM6_007,FTM6,001/001,001/002,001/001,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/002,002/002,001/002,002/002,001/001,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,001/001,001/001,002/002,001/001,002/002,001/002,001/001,001/002,002/002,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/001,001/001,001/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,001/002,002/002,002/002,002/002,002/002,001/002,002/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,001/002,001/002,002/002,001/003,031/036,008/008,043/044,004/007,009/012,005/008,006/015,013/017,013/013,007/010,004/005,003/008
FTM6_008,FTM6,001/002,002/002,001/001,001/002,002/002,001/001,001/002,001/002,001/001,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,002/002,002/002,001/002,001/001,001/001,001/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/001,001/001,002/002,001/002,002/002,002/002,001/001,002/002,001/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/002,002/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,001/001,002/002,001/002,001/001,002/002,001/001,002/002,001/002,001/002,002/002,001/001,001/002,002/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/002,001/002,002/002,002/002,002/002,003/004,022/028,011/011,001/008,002/002,007/009,008/008,005/028,010/010,013/013,007/012,005/008,003/003
FTM6_009,FTM6,001/001,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/002,001/002,002/002,001/002,001/001,001/002,001/001,001/001,002/002,001/001,001/002,001/002,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/002,002/002,002/002,001/001,001/002,002/002,001/001,001/002,001/001,001/002,002/002,002/002,001/002,001/002,002/002,002/002,001/001,002/002,001/002,001/001,001/001,001/001,002/002,002/002,002/002,001/001,001/002,001/002,002/002,002/002,001/001,002/002,002/002,001/002,001/001,001/002,001/001,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,002/002,004/004,023/032,009/011,007/036,001/002,009/014,009/021,005/025,008/020,002/009,008/013,004/005,003/003
FTM6_010,FTM6,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,001/002,001/002,001/002,002/002,002/002,002/002,001/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/002,001/002,001/001,001/001,001/002,002/002,002/002,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/001,000/000,002/002,001/002,001/002,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/001,001/001,002/002,002/002,001/002,001/002,000/000,002/002,002/002,001/002,001/001,002/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,002/002,000/000,001/001,001/001,001/002,001/002,001/001,001/001,002/002,002/002,002/002,003/004,030/031,008/012,030/041,002/002,014/026,008/009,004/014,005/011,008/012,007/008,004/008,003/003
FTM6_011,FTM6,001/002,001/001,001/001,001/002,002/002,001/002,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,002/002,002/002,001/002,001/002,001/001,001/002,001/001,001/002,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,000/000,001/001,001/001,002/002,001/002,002/002,001/002,002/002,001/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,001/002,001/002,001/002,001/001,001/002,002/002,002/002,001/002,001/002,001/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,000/000,002/002,001/002,001/001,001/002,001/003,029/035,009/010,030/037,002/006,005/007,008/010,015/024,009/011,011/012,008/014,004/004,003/008
FTM6_012,FTM6,001/001,001/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/001,002/002,001/002,001/001,001/002,001/001,001/002,001/002,001/002,002/002,001/002,002/002,002/002,002/002,001/002,001/001,001/001,001/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,001/002,002/002,001/002,001/002,001/001,001/002,001/001,001/001,001/001,001/002,001/002,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/002,001/002,002/002,001/002,001/002,002/002,003/013,031/034,009/011,007/012,002/004,007/021,012/014,025/028,005/017,009/013,000/000,004/008,003/008
FTM6_013,FTM6,001/002,001/002,001/002,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,000/000,001/001,001/002,002/002,001/001,001/001,002/002,001/001,002/002,001/001,001/002,002/002,001/002,001/001,002/002,001/002,001/001,001/001,001/001,001/002,001/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/001,002/002,001/002,001/001,001/001,002/002,001/002,002/002,002/002,001/001,002/002,001/002,001/001,002/002,001/001,002/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,001/002,001/002,002/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,002/002,001/001,002/002,001/002,002/002,003/003,028/031,008/010,036/039,004/006,007/030,016/020,005/024,012/014,012/012,008/014,003/006,003/008
FTM6_014,FTM6,001/001,001/002,001/001,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/002,001/002,002/002,001/002,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,002/002,001/001,001/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/002,001/002,002/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,002/002,002/002,001/002,002/002,001/001,001/002,002/002,001/001,002/002,001/002,001/002,001/001,002/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,002/002,002/002,003/004,030/031,005/009,007/041,002/002,010/012,008/014,005/005,012/019,006/012,010/013,004/005,003/008
FTM6_015,FTM6,002/002,002/002,001/001,002/002,001/002,001/001,002/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/002,002/002,002/002,002/002,001/001,002/002,002/002,001/002,001/001,001/002,001/002,001/001,002/002,001/001,001/001,002/002,001/002,001/001,002/002,001/002,002/002,001/002,001/002,001/002,001/002,001/002,001/001,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,001/002,001/002,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,001/001,001/002,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,002/002,001/001,001/001,001/001,001/002,002/002,001/001,001/001,002/002,001/002,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/002,001/001,001/001,001/002,002/002,001/002,002/002,004/004,031/037,011/011,040/043,002/004,007/009,007/014,005/005,010/017,008/010,007/009,003/003,008/008
FTM6_016,FTM6,001/002,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/002,002/002,001/002,001/002,001/002,001/002,001/001,002/002,001/001,002/002,001/002,001/002,001/002,001/001,002/002,001/001,001/002,002/002,002/002,001/002,002/002,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/002,002/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,001/002,001/001,001/001,001/002,001/002,001/002,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/001,002/002,002/002,002/002,002/002,001/001,001/002,001/002,001/001,001/001,002/002,002/002,002/002,001/002,002/002,001/002,002/002,003/003,000/000,000/000,006/036,002/004,010/013,007/014,004/005,017/018,011/012,014/019,003/004,003/003
FTM6_017,FTM6,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/001,002/002,001/001,002/002,001/002,000/000,001/001,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/002,001/002,002/002,002/002,002/002,001/002,002/002,002/002,001/002,002/002,001/002,002/002,001/001,001/002,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,000/000,001/001,002/002,002/002,001/002,001/001,002/002,001/001,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,000/000,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,001/002,001/002,001/002,001/002,002/002,003/003,018/031,010/012,011/044,002/002,002/012,008/012,006/023,012/018,009/012,008/014,004/008,003/008
FTM6_018,FTM6,001/001,001/002,001/001,001/002,002/002,001/002,002/002,001/002,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,002/002,001/002,000/000,001/001,002/002,001/001,001/002,001/001,001/001,002/002,001/001,001/002,001/002,001/001,001/002,002/002,001/002,002/002,001/002,001/001,001/001,001/001,001/001,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,002/002,001/002,002/002,001/002,001/001,001/002,001/002,001/002,001/001,002/002,001/002,001/001,002/002,002/002,002/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/001,001/001,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/002,002/002,002/002,003/004,010/031,011/012,027/037,002/004,007/012,012/014,003/004,012/015,008/013,007/010,004/005,003/008
FTM6_019,FTM6,001/001,001/002,001/001,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/001,002/002,001/001,001/002,001/002,002/002,001/001,001/001,002/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/002,002/002,001/001,001/001,002/002,001/002,001/002,002/002,001/002,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,001/001,001/001,002/002,001/002,001/001,002/002,001/002,001/002,001/001,002/002,002/002,001/001,001/001,001/002,002/002,001/002,002/002,001/002,002/002,001/002,001/002,002/002,001/001,002/002,002/002,002/002,001/002,001/002,002/002,002/002,001/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/002,001/001,002/002,001/002,001/001,002/002,002/002,001/002,002/002,001/004,032/035,008/011,033/039,002/002,007/026,008/011,006/021,014/015,011/013,012/018,004/005,003/008
FTM6_020,FTM6,001/001,001/002,001/001,001/002,002/002,002/002,002/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,002/002,002/002,001/002,001/002,002/002,001/002,002/002,001/002,001/002,001/002,001/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,001/002,001/001,002/002,002/002,002/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/002,001/002,001/002,002/002,002/002,001/001,002/002,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,002/002,002/002,001/002,001/001,001/002,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/002,002/002,001/001,002/002,002/002,001/001,002/002,001/003,034/036,009/010,014/039,002/002,009/014,007/031,006/026,012/016,012/013,010/013,003/004,003/008
FTM6_021,FTM6,001/002,001/002,001/001,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,001/001,002/002,001/001,001/002,002/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,002/002,001/001,001/002,001/002,002/002,002/002,002/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/002,002/002,001/002,001/002,001/001,002/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,001/002,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,001/002,001/002,001/001,001/001,001/002,002/002,002/002,001/001,001/001,001/002,002/002,001/002,002/002,001/002,002/002,001/002,001/001,001/001,001/002,002/002,001/002,001/002,001/002,001/001,002/002,001/004,028/030,010/011,041/046,002/004,011/012,007/012,006/019,016/019,010/012,006/007,004/004,003/008
FTM6_022,FTM6,002/002,001/002,001/001,002/002,002/002,001/001,001/002,001/001,001/001,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/002,001/002,002/002,002/002,002/002,001/001,001/002,002/002,002/002,001/002,002/002,001/001,001/002,001/002,001/001,002/002,001/001,001/002,001/001,002/002,001/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/002,001/001,002/002,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,002/002,001/001,002/002,001/001,002/002,002/002,001/001,001/001,001/001,001/001,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,001/002,002/002,001/002,001/002,002/002,001/002,002/002,003/004,028/031,007/008,035/036,002/002,007/012,008/008,006/027,012/018,012/013,009/016,003/008,003/003
