Ind	Pop	One_ACBP_79	One_agt_132	One_aldB_152	One_apoe_83	One_c3_98	One_CD9_269	One_cetn1_167	One_CFP1	One_cin_177	One_ctgf_301	One_E2	One_gdh_212	One_GHII_2461	One_ghsR_66	One_GPDH	One_GPDH2	One_GPH_414	One_hcs71_220	One_HGFA	One_HpaI_436	One_HpaI_99	One_Hsp47	One_IL8r_362	One_KCT1_453	One_KPNA_422	One_LEI_87	One_lpp1_44	One_metA_253	One_MHC2_190	One_MHC2_251	One_Mkpro_129	One_ODC1_196	One_Ots208_234	One_Ots213_181	One_p53_576	One_pax7_248	One_PIP	One_Prl2	One_rab1a_76	One_RAG1_103	One_RAG3_93	One_redd1_414	One_RF_112	One_RF_295	One_rpo2j_261	One_sast_211	One_spf30_207	One_srp09_127	One_ssrd_135	One_STC_410	One_STR07	One_SUMO1_6	One_sys1_230	One_taf12_248	One_Tf_ex10_750	One_Tf_ex3_182	One_tshB_92	One_txnip_401	One_U1003_75	One_U1004_183	One_U1009_91	One_U1010_81	One_U1012_68	One_U1013_108	One_U1014_74	One_U1016_115	One_U1024_197	One_U1101	One_U1103	One_U1105	One_U1201_492	One_U1202_1052	One_U1203_175	One_U1204_53	One_U1205_57	One_U1206_108	One_U1208_67	One_U1209_111	One_U1210_173	One_U1212_106	One_U1214_107	One_U1216_230	One_U301_92	One_U401_224	One_U404_229	One_U502_167	One_U503_170	One_U504_141	One_vamp5_255	One_vatf_214	One_VIM_569	One_ZNF_61	One_zP3b	One_Omy77v4	One_One100	One_One102v4	One_One103PT	One_One105	One_One108v4	One_One110v4	One_One111v4	One_One114v4	One_One115	One_Ots103v4	One_Ots107v4	One_uSat60v4	One_CO1	One_Cytb_17	One_Cytb_26
RBL2_022	RBL2	001/002	001/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/002	002/002	001/002	001/002	002/002	001/002	001/001	001/001	001/001	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	002/002	001/002	001/002	000/000	002/002	001/002	002/002	001/002	001/002	001/001	001/002	001/001	001/001	001/001	001/001	001/002	002/002	002/002	002/002	001/002	002/002	001/001	001/001	002/002	002/002	001/002	001/001	001/001	001/002	001/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/001	001/001	001/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/001	002/002	100/104	332/332	211/239	294/302	124/128	192/216	238/256	202/202	227/243	181/217	161/161	114/118	116/116	001	002	002
RBL2_023	RBL2	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/001	001/002	001/001	002/002	002/002	002/002	001/001	001/002	002/002	001/002	002/002	001/001	001/001	001/002	001/002	001/001	002/002	001/002	001/001	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	001/002	001/002	001/001	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/002	001/001	002/002	002/002	001/002	001/002	002/002	002/002	001/001	001/001	002/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/001	002/002	002/002	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/002	001/002	002/002	001/001	001/001	002/002	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/002	002/002	104/106	340/352	223/231	278/286	128/140	200/212	238/238	266/302	275/295	197/221	161/201	114/114	114/116	001	002	002
RBL2_024	RBL2	001/001	001/002	001/002	001/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/002	002/002	001/001	001/002	002/002	001/002	001/002	001/002	001/001	001/002	001/002	001/001	001/002	001/001	001/001	002/002	001/001	001/002	001/002	001/002	001/001	002/002	002/002	002/002	002/002	001/002	001/002	001/002	002/002	001/001	001/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	001/002	001/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	001/002	002/002	002/002	002/002	000/000	002/002	000/000	001/002	001/001	001/002	001/002	001/002	001/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	002/002	002/002	001/002	001/002	001/001	002/002	100/100	336/352	231/239	274/306	128/140	192/204	238/274	198/202	283/287	205/213	161/185	114/080	116/128	002	002	001
RBL2_025	RBL2	001/001	001/001	001/001	002/002	002/002	002/002	002/002	001/001	002/002	001/001	001/001	001/002	002/002	001/001	001/002	002/002	001/002	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/002	001/002	001/002	001/001	001/002	001/002	001/002	001/002	001/002	001/002	002/002	002/002	002/002	002/002	001/002	002/002	000/000	001/002	001/002	001/001	001/002	001/001	001/001	002/002	002/002	001/002	001/001	002/002	002/002	001/002	002/002	001/002	001/001	001/001	002/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/001	001/002	002/002	001/002	002/002	001/002	001/001	002/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	104/104	352/364	223/235	206/210	128/128	192/236	256/270	198/198	239/255	209/213	157/161	114/118	120/128	002	002	001
RBL2_026	RBL2	001/001	002/002	001/001	002/002	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/001	001/001	002/002	002/002	002/002	001/001	001/002	001/002	001/002	001/001	001/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	001/002	002/002	001/002	002/002	002/002	001/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	001/001	001/001	001/002	001/002	001/002	002/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	001/001	001/002	001/002	001/002	002/002	002/002	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/002	001/002	001/002	001/002	002/002	001/001	001/001	002/002	002/002	002/002	002/002	001/002	002/002	001/002	001/001	001/001	002/002	001/002	001/001	001/002	002/002	001/002	002/002	104/110	340/356	223/235	262/278	128/140	192/236	230/242	000/000	251/255	209/213	157/161	118/080	116/128	001	002	002
RBL2_027	RBL2	001/001	002/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	001/001	001/002	002/002	002/002	001/001	001/001	002/002	001/002	001/002	001/002	001/002	001/002	001/001	001/002	002/002	001/001	001/002	001/002	001/001	001/002	001/002	002/002	001/002	001/001	001/002	002/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	001/001	001/001	001/001	001/001	002/002	001/002	002/002	002/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/001	001/002	002/002	002/002	002/002	001/001	002/002	001/002	001/002	001/002	001/001	001/001	002/002	001/001	001/002	001/002	002/002	002/002	002/002	001/001	002/002	001/001	001/002	001/001	002/002	002/002	001/002	002/002	002/002	001/002	002/002	100/104	348/348	219/243	178/286	128/140	188/208	238/262	202/278	219/275	197/213	145/177	114/122	116/116	002	002	001
RBL2_028	RBL2	000/000	001/002	001/001	001/001	002/002	001/001	001/002	001/002	002/002	001/001	001/002	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	001/001	001/002	002/002	001/001	002/002	002/002	002/002	002/002	001/001	001/002	001/002	002/002	001/001	001/002	002/002	002/002	002/002	001/002	001/001	001/002	002/002	001/001	001/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	002/002	001/002	002/002	001/002	001/001	002/002	001/002	001/002	001/001	002/002	001/002	001/001	002/002	001/001	002/002	001/002	001/002	002/002	001/002	002/002	002/002	001/002	002/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	001/002	001/002	001/002	001/002	002/002	001/001	002/002	100/104	332/344	231/239	286/314	128/128	196/208	234/238	278/290	251/307	197/205	161/161	114/122	116/128	001	002	002
RBL2_029	RBL2	001/001	001/002	001/001	002/002	002/002	001/002	001/002	001/001	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/001	002/002	001/002	001/001	001/002	001/002	001/001	001/002	001/001	001/002	001/002	001/001	001/002	001/002	001/002	001/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	001/001	001/002	002/002	001/002	001/001	001/002	001/002	001/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	001/002	002/002	001/002	001/002	002/002	001/001	001/002	002/002	001/002	001/002	002/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/001	001/002	001/002	001/002	002/002	002/002	002/002	002/002	104/104	316/332	235/243	290/310	128/128	192/192	258/258	206/246	251/263	197/217	157/161	114/114	128/128	002	002	001
RBL2_030	RBL2	001/001	002/002	001/001	002/002	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	001/002	001/002	002/002	001/001	002/002	001/001	002/002	001/002	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	001/002	001/002	002/002	002/002	001/002	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	002/002	001/002	002/002	001/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	002/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	001/001	001/002	001/002	002/002	001/001	002/002	002/002	002/002	001/002	002/002	001/002	001/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	002/002	104/106	336/364	227/239	210/330	128/128	184/192	238/258	202/282	259/287	185/197	149/169	118/118	116/128	001	002	002
RBL2_031	RBL2	001/002	001/001	001/001	001/002	002/002	001/002	001/002	001/001	001/002	001/001	001/001	001/002	002/002	001/001	001/002	002/002	001/002	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	000/000	001/001	002/002	001/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/002	001/001	001/001	001/001	002/002	001/001	001/002	002/002	001/002	001/001	002/002	001/002	002/002	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	100/108	332/340	231/235	310/330	132/140	196/196	238/258	210/282	231/267	197/201	205/205	110/080	116/116	001	002	002
RBL2_032	RBL2	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	002/002	002/002	001/001	001/002	002/002	001/001	002/002	002/002	001/002	001/002	001/002	001/001	002/002	001/001	001/002	002/002	001/001	001/001	002/002	001/002	001/002	001/002	002/002	002/002	002/002	001/002	001/001	001/002	001/002	001/001	001/002	001/002	001/001	001/002	001/001	001/001	002/002	001/002	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/001	001/001	001/002	001/001	002/002	002/002	001/001	002/002	001/002	002/002	002/002	001/002	002/002	002/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	001/002	001/002	001/002	002/002	001/001	001/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/002	002/002	100/106	352/352	207/231	262/278	128/128	184/204	238/256	198/202	219/267	209/209	161/185	114/114	116/128	002	002	001
RBL2_033	RBL2	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/002	001/001	001/001	001/001	002/002	002/002	001/001	001/001	002/002	002/002	002/002	001/002	001/001	001/002	002/002	001/001	001/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	001/002	001/002	001/002	002/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	001/001	001/001	001/002	001/001	001/001	002/002	002/002	002/002	002/002	002/002	001/002	001/002	001/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	002/002	001/002	002/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	001/002	002/002	001/001	001/001	001/002	001/002	002/002	002/002	001/002	002/002	001/001	001/002	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	104/104	332/336	239/247	270/298	124/128	196/204	238/242	202/294	243/247	213/217	161/185	114/080	116/116	002	002	001
RBL2_034	RBL2	002/002	001/001	001/002	001/002	002/002	001/001	001/002	001/001	001/002	001/001	001/001	001/002	002/002	001/001	001/002	002/002	001/002	001/002	001/002	001/001	001/002	001/002	001/002	002/002	001/002	001/002	001/001	001/001	001/001	002/002	002/002	001/002	001/002	001/002	002/002	002/002	001/001	001/002	002/002	002/002	001/002	001/002	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/002	001/001	002/002	001/002	001/001	001/002	001/002	001/001	001/001	002/002	001/001	001/001	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/002	001/002	001/002	001/002	002/002	001/001	001/001	001/001	001/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	001/002	001/002	001/002	002/002	002/002	001/002	002/002	104/104	332/344	219/243	318/330	128/132	192/236	266/274	274/290	219/263	201/205	149/161	114/114	116/128	001	002	002
RBL2_035	RBL2	001/002	001/002	001/001	002/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	002/002	002/002	001/002	001/001	002/002	001/002	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	001/002	002/002	001/001	001/002	001/002	001/002	001/001	002/002	001/001	002/002	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/001	001/002	002/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	002/002	001/002	002/002	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/002	002/002	001/002	001/002	001/001	002/002	001/002	002/002	001/001	001/001	001/002	002/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/001	001/002	001/002	001/002	002/002	104/104	340/348	227/243	314/322	124/124	192/192	238/270	198/282	215/255	205/205	161/161	114/114	116/120	002	002	001
RBL2_036	RBL2	002/002	001/002	001/001	001/002	002/002	002/002	001/002	001/002	001/002	001/001	001/001	002/002	002/002	001/001	001/002	001/002	002/002	002/002	001/002	001/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	001/001	001/002	001/002	001/002	001/002	001/002	002/002	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	001/002	001/002	002/002	001/002	001/002	001/002	001/001	001/001	001/001	001/002	001/001	001/001	002/002	002/002	001/002	001/002	002/002	002/002	001/001	002/002	002/002	001/002	001/001	001/002	001/001	002/002	001/001	002/002	001/002	002/002	001/002	002/002	001/001	001/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/001	002/002	104/104	328/352	211/243	214/278	124/128	192/192	238/254	202/266	239/283	205/217	161/177	114/114	116/128	001	002	002
RBL2_037	RBL2	001/001	001/002	001/001	001/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	002/002	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	001/002	002/002	001/002	001/001	001/002	002/002	001/001	002/002	001/002	001/001	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/002	002/002	001/001	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/002	001/001	001/002	001/001	002/002	001/001	001/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	002/002	002/002	002/002	001/002	002/002	106/106	324/364	219/239	286/314	128/128	200/204	238/258	202/278	235/243	205/217	157/193	110/114	128/128	002	002	001
RBL2_038	RBL2	001/002	001/001	001/001	002/002	002/002	001/001	001/002	001/001	001/002	001/001	001/001	001/002	002/002	001/001	001/001	002/002	001/002	002/002	001/002	001/001	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	002/002	002/002	001/002	001/001	001/001	002/002	001/001	001/002	001/002	001/001	001/001	001/001	001/001	002/002	001/002	002/002	002/002	002/002	001/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	001/002	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/001	002/002	001/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	002/002	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	002/002	104/104	340/340	211/239	310/330	128/128	192/192	234/234	202/278	259/267	197/217	169/197	110/114	118/128	002	002	001
RBL2_039	RBL2	002/002	002/002	001/001	000/000	002/002	001/002	002/002	001/001	001/002	001/001	001/002	002/002	002/002	001/002	001/001	002/002	001/001	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	001/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	001/002	001/002	002/002	001/001	001/002	001/001	001/001	001/002	001/001	002/002	002/002	001/002	001/002	001/002	001/002	001/001	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	001/002	001/002	002/002	001/002	001/002	002/002	001/001	001/002	002/002	002/002	001/002	002/002	001/001	001/002	002/002	001/002	001/001	001/002	001/002	001/001	001/002	001/002	001/002	001/002	104/104	340/360	219/223	214/298	128/128	192/224	238/262	202/202	259/271	205/205	161/205	110/110	116/128	002	002	001
RBL2_040	RBL2	001/001	001/002	001/002	001/002	002/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	002/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/002	001/002	002/002	001/002	001/002	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	002/002	001/002	001/002	001/002	001/001	001/002	002/002	001/002	002/002	001/002	001/002	002/002	001/002	002/002	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	002/002	001/002	001/001	001/002	001/001	002/002	001/001	001/001	001/002	002/002	000/000	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	002/002	002/002	002/002	104/104	340/356	219/235	322/342	128/128	216/244	238/270	198/202	239/295	213/213	153/197	114/114	116/128	001	002	002
RBL2_041	RBL2	001/001	002/002	001/002	001/001	002/002	001/001	001/002	001/001	001/001	001/001	001/001	002/002	002/002	001/001	001/001	002/002	001/001	002/002	001/001	001/002	001/002	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/001	002/002	001/001	001/001	002/002	001/002	002/002	002/002	001/002	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/002	002/002	001/002	002/002	002/002	001/002	002/002	001/002	002/002	001/002	001/002	002/002	002/002	001/002	002/002	001/001	001/002	002/002	002/002	001/002	002/002	001/001	002/002	002/002	001/001	001/001	002/002	001/002	001/002	001/001	001/002	001/001	002/002	104/104	356/360	231/235	318/322	128/128	196/204	242/250	202/202	251/259	205/209	173/205	110/114	116/116	002	002	001
RBL2_042	RBL2	002/002	001/002	001/001	001/002	002/002	001/001	001/001	001/001	001/002	001/001	001/001	001/002	002/002	001/001	001/002	001/002	001/002	002/002	001/001	001/001	001/002	001/002	001/002	002/002	001/001	001/001	001/002	001/001	001/002	001/002	001/001	002/002	002/002	002/002	002/002	002/002	001/002	001/001	001/001	002/002	001/001	002/002	001/002	001/001	001/002	001/001	001/001	002/002	001/002	001/002	001/002	001/002	001/002	001/001	002/002	001/002	001/001	001/001	001/002	002/002	002/002	002/002	001/001	002/002	002/002	001/002	001/002	001/001	002/002	002/002	001/001	001/001	001/001	001/001	002/002	001/001	002/002	001/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/001	001/002	002/002	001/002	001/002	001/002	002/002	002/002	100/110	320/360	223/239	290/318	128/136	212/212	254/258	000/000	235/251	213/217	161/161	110/114	116/128	001	002	002
RBL2_043	RBL2	002/002	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/002	002/002	001/002	000/000	002/002	002/002	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/002	002/002	002/002	001/002	002/002	001/001	002/002	001/002	001/002	001/002	001/001	000/000	001/001	001/001	002/002	001/002	002/002	002/002	002/002	001/001	001/002	002/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/002	001/002	002/002	001/001	002/002	002/002	001/002	001/001	001/002	001/001	002/002	001/001	001/001	001/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	001/001	001/002	002/002	001/002	002/002	002/002	001/002	002/002	104/094	250/340	223/239	210/306	132/136	196/256	250/270	198/278	219/247	197/205	169/205	114/080	118/120	002	002	001
RBL2_044	RBL2	001/001	002/002	001/001	001/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	001/001	002/002	001/001	001/002	001/002	001/002	002/002	002/002	001/001	001/001	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	001/002	001/002	001/001	002/002	001/002	002/002	002/002	001/002	001/001	002/002	002/002	001/002	001/001	001/001	001/001	002/002	001/001	001/001	002/002	001/001	001/002	001/002	001/002	002/002	001/001	002/002	002/002	001/001	001/001	002/002	001/002	002/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	002/002	002/002	001/002	001/001	001/002	002/002	001/001	001/002	001/002	002/002	001/002	002/002	002/002	001/002	001/002	001/002	001/001	002/002	001/002	001/002	002/002	002/002	001/002	001/002	100/108	344/352	227/239	286/322	124/132	192/196	234/238	202/210	231/239	209/209	161/185	114/118	116/116	001	002	002
